Gene name,Gene stable ID,Gene type
PAX6,ENSG00000007372,protein_coding
LILRB3,ENSG00000274587,protein_coding
MYRFL,ENSG00000166268,protein_coding
TXNDC16,ENSG00000087301,protein_coding
HSBP1L1,ENSG00000226742,protein_coding
GPSM3,ENSG00000233490,protein_coding
COL1A1,ENSG00000108821,protein_coding
SH2B3,ENSG00000111252,protein_coding
NPTN-IT1,ENSG00000281183,lncRNA
FAM174B,ENSG00000185442,protein_coding
SHH,ENSG00000164690,protein_coding
CCDC134,ENSG00000100147,protein_coding
BCAS1,ENSG00000064787,protein_coding
DPYSL3,ENSG00000113657,protein_coding
STOX2,ENSG00000173320,protein_coding
BOK,ENSG00000176720,protein_coding
STK32B,ENSG00000152953,protein_coding
B4GALT4,ENSG00000121578,protein_coding
GHDC,ENSG00000167925,protein_coding
MED18,ENSG00000130772,protein_coding
DHRS11,ENSG00000275397,protein_coding
CSF1R,ENSG00000182578,protein_coding
ENPP6,ENSG00000164303,protein_coding
CRIP1,ENSG00000213145,protein_coding
MAPK13,ENSG00000156711,protein_coding
NIPSNAP3A,ENSG00000136783,protein_coding
FHDC1,ENSG00000137460,protein_coding
TMEM92,ENSG00000167105,protein_coding
NEAT1,ENSG00000245532,lncRNA
SLC35D1,ENSG00000116704,protein_coding
C4B,ENSG00000236625,protein_coding
INHBB,ENSG00000163083,protein_coding
PHACTR4,ENSG00000204138,protein_coding
TAS2R43,ENSG00000255374,protein_coding
C1R,ENSG00000159403,protein_coding
TUBBP5,ENSG00000159247,transcribed_unprocessed_pseudogene
PTGIS,ENSG00000124212,protein_coding
SYNM,ENSG00000182253,protein_coding
MSL2,ENSG00000174579,protein_coding
PFN1,ENSG00000108518,protein_coding
GCA,ENSG00000115271,protein_coding
MGAT3,ENSG00000128268,protein_coding
CAPN9,ENSG00000135773,protein_coding
GPSM3,ENSG00000234508,protein_coding
KIAA1324,ENSG00000116299,protein_coding
C1orf198,ENSG00000119280,protein_coding
BLNK,ENSG00000095585,protein_coding
DUSP14,ENSG00000275932,protein_coding
TTC13,ENSG00000143643,protein_coding
S100A14,ENSG00000189334,protein_coding
NRK,ENSG00000123572,protein_coding
SLC27A2,ENSG00000140284,protein_coding
MAF1,ENSG00000179632,protein_coding
GALNT7,ENSG00000109586,protein_coding
GPA33,ENSG00000143167,protein_coding
GPT2,ENSG00000166123,protein_coding
AMFR,ENSG00000159461,protein_coding
CASP3,ENSG00000164305,protein_coding
EAF1,ENSG00000144597,protein_coding
HLA-DPA1,ENSG00000229685,protein_coding
SNHG3,ENSG00000242125,lncRNA
ALDH2,ENSG00000111275,protein_coding
STEAP4,ENSG00000127954,protein_coding
TJP3,ENSG00000105289,protein_coding
RPS6KA1,ENSG00000117676,protein_coding
FAM86FP,ENSG00000164845,transcribed_unprocessed_pseudogene
SLC44A2,ENSG00000129353,protein_coding
FLNC,ENSG00000128591,protein_coding
NMUR2,ENSG00000132911,protein_coding
SLPI,ENSG00000124107,protein_coding
HES4,ENSG00000188290,protein_coding
PBLD,ENSG00000108187,protein_coding
DHCR24,ENSG00000116133,protein_coding
ACOX1,ENSG00000161533,protein_coding
ATF7IP2,ENSG00000166669,protein_coding
STRN4,ENSG00000090372,protein_coding
SHANK3,ENSG00000251322,protein_coding
PTPN12,ENSG00000127947,protein_coding
PSCA,ENSG00000167653,protein_coding
ADAM1A,ENSG00000229186,unitary_pseudogene
FCGR1A,ENSG00000150337,protein_coding
PDCD4,ENSG00000150593,protein_coding
TREM2,ENSG00000095970,protein_coding
MSMO1,ENSG00000052802,protein_coding
TRAF3IP2,ENSG00000056972,protein_coding
SLC1A5,ENSG00000105281,protein_coding
SF3B4,ENSG00000143368,protein_coding
NTS,ENSG00000133636,protein_coding
HCK,ENSG00000101336,protein_coding
BHLHE40,ENSG00000134107,protein_coding
SAPCD1-AS1,ENSG00000236912,lncRNA
GNB4,ENSG00000114450,protein_coding
HLA-DQA1,ENSG00000232062,protein_coding
PEX7,ENSG00000112357,protein_coding
SOCS3,ENSG00000184557,protein_coding
BICD1,ENSG00000151746,protein_coding
MYOCD,ENSG00000141052,protein_coding
SPINK1,ENSG00000164266,protein_coding
FBLN1,ENSG00000077942,protein_coding
CREB3L4,ENSG00000143578,protein_coding
RETSAT,ENSG00000042445,protein_coding
HLA-DQA2,ENSG00000231526,protein_coding
BCAT1,ENSG00000060982,protein_coding
NSUN6,ENSG00000241058,protein_coding
APTR,ENSG00000214293,lncRNA
CAMK1D,ENSG00000183049,protein_coding
HLA-DQA2,ENSG00000257473,protein_coding
CSRP1,ENSG00000159176,protein_coding
CFL2,ENSG00000165410,protein_coding
CDS1,ENSG00000163624,protein_coding
PLEKHJ1,ENSG00000104886,protein_coding
KIAA0895,ENSG00000164542,protein_coding
KCNK1,ENSG00000135750,protein_coding
CD200,ENSG00000091972,protein_coding
SCN3A,ENSG00000153253,protein_coding
NOTCH3,ENSG00000074181,protein_coding
THRIL,ENSG00000280634,lncRNA
BRI3BP,ENSG00000184992,protein_coding
OSMR,ENSG00000145623,protein_coding
AACS,ENSG00000081760,protein_coding
BLVRB,ENSG00000090013,protein_coding
SLX1B-SULT1A4,ENSG00000260280,lncRNA
SLC38A11,ENSG00000169507,protein_coding
GNG12,ENSG00000172380,protein_coding
FMNL2,ENSG00000157827,protein_coding
GSTM4,ENSG00000168765,protein_coding
GSTM2,ENSG00000213366,protein_coding
PLEKHO1,ENSG00000023902,protein_coding
RAB31,ENSG00000168461,protein_coding
GSTM1,ENSG00000134184,protein_coding
RAB11A,ENSG00000103769,protein_coding
RARRES2,ENSG00000106538,protein_coding
MANSC1,ENSG00000111261,protein_coding
NME7,ENSG00000143156,protein_coding
CCDC3,ENSG00000151468,protein_coding
PALM,ENSG00000099864,protein_coding
RNF128,ENSG00000133135,protein_coding
EMILIN3,ENSG00000183798,protein_coding
NOSTRIN,ENSG00000275326,protein_coding
SNX10,ENSG00000086300,protein_coding
LMOD1,ENSG00000163431,protein_coding
SWSAP1,ENSG00000173928,protein_coding
ATP2B1,ENSG00000070961,protein_coding
FKBP8,ENSG00000105701,protein_coding
F5,ENSG00000198734,protein_coding
SCRG1,ENSG00000164106,protein_coding
SELP,ENSG00000174175,protein_coding
BMP5,ENSG00000112175,protein_coding
ELF3,ENSG00000163435,protein_coding
PPCDC,ENSG00000138621,protein_coding
LPIN2,ENSG00000101577,protein_coding
C1orf54,ENSG00000118292,protein_coding
HAND2-AS1,ENSG00000237125,lncRNA
CTF1,ENSG00000150281,protein_coding
ELN,ENSG00000049540,protein_coding
DMPK,ENSG00000104936,protein_coding
CLEC11A,ENSG00000105472,protein_coding
ENPEP,ENSG00000138792,protein_coding
RBPMS2,ENSG00000166831,protein_coding
SELL,ENSG00000188404,protein_coding
SELE,ENSG00000007908,protein_coding
AGTR1,ENSG00000144891,protein_coding
CIART,ENSG00000159208,protein_coding
CTNNB1,ENSG00000168036,protein_coding
TMEM214,ENSG00000119777,protein_coding
SLC35A3,ENSG00000117620,protein_coding
ARPC1A,ENSG00000241685,protein_coding
SEC16A,ENSG00000148396,protein_coding
SULT1C2,ENSG00000198203,protein_coding
PDLIM3,ENSG00000154553,protein_coding
CXCL9,ENSG00000138755,protein_coding
PTPRR,ENSG00000153233,protein_coding
SMOC2,ENSG00000112562,protein_coding
TMEM9B,ENSG00000175348,protein_coding
NR1I2,ENSG00000144852,protein_coding
EPN3,ENSG00000049283,protein_coding
LRP4,ENSG00000134569,protein_coding
CCDC80,ENSG00000091986,protein_coding
LRRC31,ENSG00000114248,protein_coding
OAS1,ENSG00000089127,protein_coding
SMIM3,ENSG00000256235,protein_coding
APOLD1,ENSG00000178878,protein_coding
PRODH,ENSG00000100033,protein_coding
RCN3,ENSG00000142552,protein_coding
CCL21,ENSG00000137077,protein_coding
COMTD1,ENSG00000165644,protein_coding
KCNN4,ENSG00000104783,protein_coding
SPINK7,ENSG00000145879,protein_coding
SPINK5,ENSG00000133710,protein_coding
EEF1A2,ENSG00000101210,protein_coding
TFCP2L1,ENSG00000115112,protein_coding
ITGA7,ENSG00000135424,protein_coding
ZG16,ENSG00000174992,protein_coding
PPP1R12B,ENSG00000077157,protein_coding
SCUBE2,ENSG00000175356,protein_coding
CCL19,ENSG00000172724,protein_coding
TSPAN8,ENSG00000127324,protein_coding
GLCE,ENSG00000138604,protein_coding
KRT20,ENSG00000171431,protein_coding
THBS2,ENSG00000186340,protein_coding
HEYL,ENSG00000163909,protein_coding
LGALS1,ENSG00000100097,protein_coding
SLC2A10,ENSG00000197496,protein_coding
COL21A1,ENSG00000124749,protein_coding
RALGDS,ENSG00000160271,protein_coding
TBC1D8B,ENSG00000133138,protein_coding
COL8A1,ENSG00000144810,protein_coding
GMNN,ENSG00000112312,protein_coding
AL132709.8,ENSG00000288302,lncRNA
TREM1,ENSG00000124731,protein_coding
PTK6,ENSG00000101213,protein_coding
FA2H,ENSG00000103089,protein_coding
TRIM31,ENSG00000204616,protein_coding
SYNJ2BP-COX16,ENSG00000258644,protein_coding
SYNJ2BP,ENSG00000213463,protein_coding
COX16,ENSG00000133983,protein_coding
PGA3,ENSG00000229859,protein_coding
GJA4,ENSG00000187513,protein_coding
TTC39B,ENSG00000155158,protein_coding
PGA4,ENSG00000229183,protein_coding
SUCLG2,ENSG00000172340,protein_coding
LY6E,ENSG00000160932,protein_coding
PGA5,ENSG00000256713,protein_coding
HSD3B7,ENSG00000099377,protein_coding
NRXN3,ENSG00000021645,protein_coding
TMC4,ENSG00000167608,protein_coding
PLEKHA4,ENSG00000105559,protein_coding
SATB1,ENSG00000182568,protein_coding
FSTL1,ENSG00000163430,protein_coding
ACTN1,ENSG00000072110,protein_coding
ECM1,ENSG00000143369,protein_coding
SCAF1,ENSG00000126461,protein_coding
PPP1R15A,ENSG00000087074,protein_coding
ERMAP,ENSG00000164010,protein_coding
RGS7,ENSG00000182901,protein_coding
PRR15L,ENSG00000167183,protein_coding
ADAMTSL4,ENSG00000143382,protein_coding
OCIAD2,ENSG00000145247,protein_coding
ZNF223,ENSG00000178386,protein_coding
PPP1R18,ENSG00000229998,protein_coding
KLK6,ENSG00000167755,protein_coding
GXYLT2,ENSG00000172986,protein_coding
MGP,ENSG00000111341,protein_coding
MCL1,ENSG00000143384,protein_coding
SFRP2,ENSG00000145423,protein_coding
MYH10,ENSG00000133026,protein_coding
ELMO1,ENSG00000155849,protein_coding
CHRDL2,ENSG00000054938,protein_coding
EYA2,ENSG00000064655,protein_coding
CNTN3,ENSG00000113805,protein_coding
EMP1,ENSG00000134531,protein_coding
SBDSP1,ENSG00000225648,transcribed_unprocessed_pseudogene
PPP1R36,ENSG00000165807,protein_coding
NUCB1,ENSG00000104805,protein_coding
BICC1,ENSG00000122870,protein_coding
LDHD,ENSG00000166816,protein_coding
CWH43,ENSG00000109182,protein_coding
KCNK5,ENSG00000164626,protein_coding
PRRX1,ENSG00000116132,protein_coding
MAZ,ENSG00000103495,protein_coding
CEP170,ENSG00000143702,protein_coding
NASP,ENSG00000132780,protein_coding
FMO1,ENSG00000010932,protein_coding
EMILIN1,ENSG00000138080,protein_coding
MYH11,ENSG00000133392,protein_coding
PPP3R1,ENSG00000221823,protein_coding
FMO2,ENSG00000094963,protein_coding
SYT16,ENSG00000139973,protein_coding
PLEKHA6,ENSG00000143850,protein_coding
INSC,ENSG00000188487,protein_coding
ZNF521,ENSG00000198795,protein_coding
ABCG1,ENSG00000160179,protein_coding
PEX11A,ENSG00000166821,protein_coding
CXCL10,ENSG00000169245,protein_coding
PIK3C2B,ENSG00000133056,protein_coding
HGD,ENSG00000113924,protein_coding
CP,ENSG00000047457,protein_coding
SLC16A1,ENSG00000155380,protein_coding
SLC16A4,ENSG00000168679,protein_coding
CTSK,ENSG00000143387,protein_coding
SMPX,ENSG00000091482,protein_coding
LILRB3,ENSG00000204577,protein_coding
ATXN7L3B,ENSG00000253719,protein_coding
FMO4,ENSG00000076258,protein_coding
ARHGDIB,ENSG00000111348,protein_coding
IRF3,ENSG00000126456,protein_coding
CALCRL,ENSG00000064989,protein_coding
HCLS1,ENSG00000180353,protein_coding
RHOJ,ENSG00000126785,protein_coding
FAM86DP,ENSG00000244026,transcribed_unprocessed_pseudogene
CHI3L1,ENSG00000133048,protein_coding
FANK1,ENSG00000203780,protein_coding
RERG,ENSG00000134533,protein_coding
PLXNC1,ENSG00000136040,protein_coding
LAIR1,ENSG00000276053,protein_coding
MYOC,ENSG00000034971,protein_coding
CAPN13,ENSG00000162949,protein_coding
BTG2,ENSG00000159388,protein_coding
PRELP,ENSG00000188783,protein_coding
TAPT1-AS1,ENSG00000263327,lncRNA
RASSF6,ENSG00000169435,protein_coding
ATP2B4,ENSG00000058668,protein_coding
C1QTNF1,ENSG00000173918,protein_coding
SLC4A2,ENSG00000164889,protein_coding
TMCC3,ENSG00000057704,protein_coding
KLK10,ENSG00000129451,protein_coding
PECAM1,ENSG00000261371,protein_coding
TRIM74,ENSG00000155428,protein_coding
PIWIL4,ENSG00000134627,protein_coding
G6PD,ENSG00000160211,protein_coding
ZNF423,ENSG00000102935,protein_coding
FUT4,ENSG00000196371,protein_coding
TRAPPC1,ENSG00000170043,protein_coding
KLK11,ENSG00000167757,protein_coding
CASP7,ENSG00000165806,protein_coding
TNFAIP3,ENSG00000118503,protein_coding
CXCL8,ENSG00000169429,protein_coding
CDH11,ENSG00000140937,protein_coding
HLA-DQA1,ENSG00000236418,protein_coding
PTGDS,ENSG00000107317,protein_coding
CXCL6,ENSG00000124875,protein_coding
CXCL1,ENSG00000163739,protein_coding
STON1,ENSG00000243244,protein_coding
DDX12P,ENSG00000214826,unprocessed_pseudogene
RASL12,ENSG00000103710,protein_coding
PLEK,ENSG00000115956,protein_coding
GLIPR1,ENSG00000139278,protein_coding
MAGI3,ENSG00000081026,protein_coding
CXCL5,ENSG00000163735,protein_coding
CLINT1,ENSG00000113282,protein_coding
C1orf174,ENSG00000198912,protein_coding
SULT1A2,ENSG00000197165,protein_coding
TM4SF4,ENSG00000169903,protein_coding
CLIC3,ENSG00000169583,protein_coding
PRKCSH,ENSG00000130175,protein_coding
TNFSF4,ENSG00000117586,protein_coding
GPX2,ENSG00000176153,protein_coding
MLLT11,ENSG00000213190,protein_coding
GABPB2,ENSG00000143458,protein_coding
BOC,ENSG00000144857,protein_coding
CXCL2,ENSG00000081041,protein_coding
NR4A2,ENSG00000153234,protein_coding
FCGR1B,ENSG00000198019,protein_coding
PXMP2,ENSG00000176894,protein_coding
SULT1A1,ENSG00000196502,protein_coding
HOXB7,ENSG00000260027,protein_coding
LINC01082,ENSG00000269186,lncRNA
IGHG4,ENSG00000211892,IG_C_gene
ASS1,ENSG00000130707,protein_coding
NAP1L3,ENSG00000186310,protein_coding
WWTR1,ENSG00000018408,protein_coding
LNX2,ENSG00000139517,protein_coding
LRRC66,ENSG00000188993,protein_coding
CDH5,ENSG00000179776,protein_coding
HLA-DQA2,ENSG00000223793,protein_coding
GDPD5,ENSG00000158555,protein_coding
ZNF112,ENSG00000062370,protein_coding
BCL2L15,ENSG00000188761,protein_coding
SGK2,ENSG00000101049,protein_coding
BNC2,ENSG00000173068,protein_coding
EBF1,ENSG00000164330,protein_coding
HS3ST3A1,ENSG00000153976,protein_coding
DNAJB5,ENSG00000137094,protein_coding
TMEM125,ENSG00000179178,protein_coding
VCAN,ENSG00000038427,protein_coding
CD86,ENSG00000114013,protein_coding
DGKD,ENSG00000077044,protein_coding
PIK3AP1,ENSG00000155629,protein_coding
SLC26A9,ENSG00000174502,protein_coding
CTSE,ENSG00000196188,protein_coding
GSTP1,ENSG00000084207,protein_coding
CCDC186,ENSG00000165813,protein_coding
FAM83F,ENSG00000133477,protein_coding
HLA-DMB,ENSG00000241296,protein_coding
TESC,ENSG00000088992,protein_coding
CHI3L2,ENSG00000064886,protein_coding
FERMT2,ENSG00000073712,protein_coding
PFN2,ENSG00000070087,protein_coding
DENND2D,ENSG00000162777,protein_coding
CD83,ENSG00000112149,protein_coding
LINC00543,ENSG00000260704,lncRNA
MPZL2,ENSG00000149573,protein_coding
PAIP2B,ENSG00000124374,protein_coding
CSTA,ENSG00000121552,protein_coding
PTPRN2,ENSG00000155093,protein_coding
NUDT16P1,ENSG00000246082,transcribed_unitary_pseudogene
MAPKAPK2,ENSG00000162889,protein_coding
MBOAT2,ENSG00000143797,protein_coding
SMCO4,ENSG00000166002,protein_coding
NTN4,ENSG00000074527,protein_coding
RASEF,ENSG00000165105,protein_coding
HIPK1,ENSG00000163349,protein_coding
AHCYL2,ENSG00000158467,protein_coding
GCNT3,ENSG00000140297,protein_coding
HAPLN1,ENSG00000145681,protein_coding
PIGR,ENSG00000162896,protein_coding
CCDC58,ENSG00000160124,protein_coding
LAIR1,ENSG00000167613,protein_coding
PIP4K2C,ENSG00000166908,protein_coding
ASAP2,ENSG00000151693,protein_coding
LCOR,ENSG00000196233,protein_coding
C1orf116,ENSG00000182795,protein_coding
SH3RF3,ENSG00000172985,protein_coding
CD3E,ENSG00000198851,protein_coding
KIF21A,ENSG00000139116,protein_coding
VSIG10,ENSG00000176834,protein_coding
MYO1A,ENSG00000166866,protein_coding
ELK3,ENSG00000111145,protein_coding
IGHV3-23,ENSG00000211949,IG_V_gene
PIWIL2,ENSG00000197181,protein_coding
SECTM1,ENSG00000141574,protein_coding
SUDS3,ENSG00000111707,protein_coding
SERPINH1,ENSG00000149257,protein_coding
MSRB3,ENSG00000174099,protein_coding
SLC50A1,ENSG00000169241,protein_coding
HSPB8,ENSG00000152137,protein_coding
OLFML3,ENSG00000116774,protein_coding
LIMA1,ENSG00000050405,protein_coding
FRMD3,ENSG00000172159,protein_coding
GP2,ENSG00000169347,protein_coding
ADIPOQ,ENSG00000181092,protein_coding
CD69,ENSG00000110848,protein_coding
SLC7A5,ENSG00000103257,protein_coding
ABCC3,ENSG00000108846,protein_coding
BTBD3,ENSG00000132640,protein_coding
GAN,ENSG00000261609,protein_coding
IL6,ENSG00000136244,protein_coding
CYB5R3,ENSG00000100243,protein_coding
SPTAN1,ENSG00000197694,protein_coding
FEZ1,ENSG00000149557,protein_coding
FYN,ENSG00000010810,protein_coding
UGT1A1,ENSG00000241635,protein_coding
STT3A,ENSG00000134910,protein_coding
UGT1A7,ENSG00000244122,protein_coding
UGT1A9,ENSG00000241119,protein_coding
DCAF15,ENSG00000132017,protein_coding
UGT1A4,ENSG00000244474,protein_coding
EI24,ENSG00000149547,protein_coding
MUC1,ENSG00000185499,protein_coding
UGT1A6,ENSG00000167165,protein_coding
KCTD12,ENSG00000178695,protein_coding
UGT1A8,ENSG00000242366,protein_coding
UGT1A5,ENSG00000240224,protein_coding
UGT1A3,ENSG00000243135,protein_coding
GALNT5,ENSG00000136542,protein_coding
UGT1A10,ENSG00000242515,protein_coding
ALDH3A2,ENSG00000072210,protein_coding
ATP7B,ENSG00000123191,protein_coding
AMPD1,ENSG00000116748,protein_coding
HLA-DPA1,ENSG00000236177,protein_coding
VILL,ENSG00000136059,protein_coding
TMEM38A,ENSG00000072954,protein_coding
SIRT7,ENSG00000187531,protein_coding
AOX1,ENSG00000138356,protein_coding
STARD4,ENSG00000164211,protein_coding
LINC00526,ENSG00000264575,lncRNA
HSPB2-C11orf52,ENSG00000254445,protein_coding
SIDT1,ENSG00000072858,protein_coding
C11orf52,ENSG00000149300,protein_coding
CRYAB,ENSG00000109846,protein_coding
CD34,ENSG00000174059,protein_coding
SGSM3,ENSG00000100359,protein_coding
AGAP2-AS1,ENSG00000255737,lncRNA
C1orf210,ENSG00000253313,protein_coding
PLXNA2,ENSG00000076356,protein_coding
IL2RG,ENSG00000147168,protein_coding
ANGPTL1,ENSG00000116194,protein_coding
VSIG1,ENSG00000101842,protein_coding
AKT1S1,ENSG00000204673,protein_coding
SLC39A11,ENSG00000282291,protein_coding
CNN1,ENSG00000130176,protein_coding
KRT17,ENSG00000128422,protein_coding
CYP4F3,ENSG00000186529,protein_coding
LRRK2,ENSG00000188906,protein_coding
RBM24,ENSG00000112183,protein_coding
PCAT18,ENSG00000265369,lncRNA
TCF4,ENSG00000196628,protein_coding
LAMB3,ENSG00000196878,protein_coding
LAIR2,ENSG00000277335,protein_coding
LAIR2,ENSG00000167618,protein_coding
TIE1,ENSG00000066056,protein_coding
HSD11B1,ENSG00000117594,protein_coding
G0S2,ENSG00000123689,protein_coding
EDNRA,ENSG00000151617,protein_coding
CMTM4,ENSG00000183723,protein_coding
ISM1,ENSG00000101230,protein_coding
GAST,ENSG00000184502,protein_coding
SST,ENSG00000157005,protein_coding
BCL6,ENSG00000113916,protein_coding
C1orf162,ENSG00000143110,protein_coding
SPIRE2,ENSG00000204991,protein_coding
LNX1,ENSG00000072201,protein_coding
SELENBP1,ENSG00000143416,protein_coding
COMP,ENSG00000105664,protein_coding
BMP4,ENSG00000125378,protein_coding
CILP,ENSG00000138615,protein_coding
CSRP2,ENSG00000175183,protein_coding
SDR42E1,ENSG00000184860,protein_coding
HSD17B2,ENSG00000086696,protein_coding
CLEC1A,ENSG00000150048,protein_coding
TLR3,ENSG00000164342,protein_coding
LILRB1,ENSG00000104972,protein_coding
KAT2B,ENSG00000114166,protein_coding
TPSB2,ENSG00000197253,protein_coding
AXDND1,ENSG00000162779,protein_coding
ABCC5,ENSG00000114770,protein_coding
LPCAT4,ENSG00000176454,protein_coding
GRAMD1C,ENSG00000178075,protein_coding
ZNF823,ENSG00000197933,protein_coding
NXN,ENSG00000280563,protein_coding
SHROOM3,ENSG00000138771,protein_coding
CYTIP,ENSG00000115165,protein_coding
CDH13,ENSG00000140945,protein_coding
CNTNAP1,ENSG00000108797,protein_coding
CAP2,ENSG00000112186,protein_coding
PDZK1,ENSG00000174827,protein_coding
SCP2,ENSG00000116171,protein_coding
ABCC6,ENSG00000091262,protein_coding
P2RY13,ENSG00000181631,protein_coding
UBE4A,ENSG00000110344,protein_coding
ATF3,ENSG00000162772,protein_coding
ABLIM1,ENSG00000099204,protein_coding
OLR1,ENSG00000173391,protein_coding
SALL1,ENSG00000103449,protein_coding
EPB41L3,ENSG00000082397,protein_coding
ACVR1C,ENSG00000123612,protein_coding
MED17,ENSG00000042429,protein_coding
PIK3C2G,ENSG00000139144,protein_coding
CGN,ENSG00000143375,protein_coding
CASQ2,ENSG00000118729,protein_coding
FLVCR1,ENSG00000162769,protein_coding
ZDHHC23,ENSG00000184307,protein_coding
CEP170,ENSG00000276725,protein_coding
GIP,ENSG00000159224,protein_coding
QSOX1,ENSG00000116260,protein_coding
SORBS3,ENSG00000120896,protein_coding
CITED2,ENSG00000164442,protein_coding
TUFT1,ENSG00000143367,protein_coding
PRSS8,ENSG00000052344,protein_coding
LST1,ENSG00000223465,protein_coding
IDO1,ENSG00000131203,protein_coding
COL3A1,ENSG00000168542,protein_coding
DOK5,ENSG00000101134,protein_coding
CYP4F12,ENSG00000186204,protein_coding
YBX2,ENSG00000006047,protein_coding
MST1L,ENSG00000186715,transcribed_unprocessed_pseudogene
ZNF700,ENSG00000196757,protein_coding
NR3C2,ENSG00000151623,protein_coding
PODN,ENSG00000174348,protein_coding
TSPAN1,ENSG00000117472,protein_coding
BTC,ENSG00000174808,protein_coding
KCTD3,ENSG00000136636,protein_coding
APOC1,ENSG00000130208,protein_coding
LILRB1,ENSG00000277134,protein_coding
APOE,ENSG00000130203,protein_coding
SNX27,ENSG00000143376,protein_coding
TRPM4,ENSG00000130529,protein_coding
FKBP10,ENSG00000141756,protein_coding
ESRRG,ENSG00000196482,protein_coding
SDR16C5,ENSG00000170786,protein_coding
AADAC,ENSG00000114771,protein_coding
SUCNR1,ENSG00000198829,protein_coding
COL5A2,ENSG00000204262,protein_coding
PLGRKT,ENSG00000107020,protein_coding
VGLL3,ENSG00000206538,protein_coding
IL18,ENSG00000150782,protein_coding
C17orf58,ENSG00000186665,protein_coding
ZNF652,ENSG00000198740,protein_coding
OASL,ENSG00000135114,protein_coding
KBTBD12,ENSG00000187715,protein_coding
CLDN1,ENSG00000163347,protein_coding
C1orf216,ENSG00000142686,protein_coding
MGLL,ENSG00000074416,protein_coding
NEXN,ENSG00000162614,protein_coding
MFAP2,ENSG00000117122,protein_coding
CLPTM1,ENSG00000104853,protein_coding
SFRP1,ENSG00000104332,protein_coding
ERMP1,ENSG00000099219,protein_coding
KBTBD3,ENSG00000182359,protein_coding
TSPO,ENSG00000100300,protein_coding
MBNL1-AS1,ENSG00000229619,lncRNA
ZNF654,ENSG00000175105,protein_coding
ZBTB34,ENSG00000177125,protein_coding
MYLK,ENSG00000065534,protein_coding
TAF1A-AS1,ENSG00000225265,lncRNA
RAMP2,ENSG00000131477,protein_coding
PER1,ENSG00000179094,protein_coding
TAF1A,ENSG00000143498,protein_coding
ITGAM,ENSG00000169896,protein_coding
GDPD3,ENSG00000102886,protein_coding
RAB40B,ENSG00000141542,protein_coding
DHX9,ENSG00000135829,protein_coding
EP300,ENSG00000100393,protein_coding
EP300-AS1,ENSG00000231993,lncRNA
DISP1,ENSG00000154309,protein_coding
MMRN1,ENSG00000138722,protein_coding
TPSAB1,ENSG00000172236,protein_coding
CES2,ENSG00000172831,protein_coding
EHHADH,ENSG00000113790,protein_coding
CAPN8,ENSG00000203697,protein_coding
S100A9,ENSG00000163220,protein_coding
S100A12,ENSG00000163221,protein_coding
S100A8,ENSG00000143546,protein_coding
TCEAL7,ENSG00000182916,protein_coding
ALDH3A1,ENSG00000108602,protein_coding
PDE3A,ENSG00000172572,protein_coding
ERI3,ENSG00000117419,protein_coding
ANGPTL2,ENSG00000136859,protein_coding
SIGLEC5,ENSG00000105501,protein_coding
LAMC1,ENSG00000135862,protein_coding
GIPC2,ENSG00000137960,protein_coding
SMAGP,ENSG00000170545,protein_coding
PTGFR,ENSG00000122420,protein_coding
EPHA3,ENSG00000044524,protein_coding
TRIM16,ENSG00000221926,protein_coding
LIPH,ENSG00000163898,protein_coding
PSME3,ENSG00000131467,protein_coding
FMO5,ENSG00000131781,protein_coding
MB21D2,ENSG00000180611,protein_coding
NCF2,ENSG00000116701,protein_coding
TGFB1I1,ENSG00000140682,protein_coding
AP2M1,ENSG00000161203,protein_coding
CORO1A,ENSG00000102879,protein_coding
FPR3,ENSG00000187474,protein_coding
FPR1,ENSG00000171051,protein_coding
NKX6-3,ENSG00000165066,protein_coding
MST1R,ENSG00000164078,protein_coding
EPHX1,ENSG00000143819,protein_coding
GALNT6,ENSG00000139629,protein_coding
RAB11FIP4,ENSG00000131242,protein_coding
RHOF,ENSG00000139725,protein_coding
EDEM3,ENSG00000116406,protein_coding
NDUFA4L2,ENSG00000185633,protein_coding
HYLS1,ENSG00000198331,protein_coding
CDC42BPA,ENSG00000143776,protein_coding
COL5A1,ENSG00000130635,protein_coding
HMCN1,ENSG00000143341,protein_coding
GEM,ENSG00000164949,protein_coding
KLHDC7A,ENSG00000179023,protein_coding
PTGS2,ENSG00000073756,protein_coding
GJA5,ENSG00000265107,protein_coding
HES1,ENSG00000114315,protein_coding
MEF2C,ENSG00000081189,protein_coding
KCNJ8,ENSG00000121361,protein_coding
RGMA,ENSG00000182175,protein_coding
WASF1,ENSG00000112290,protein_coding
C2CD5,ENSG00000111731,protein_coding
RPS6KA1,ENSG00000281877,protein_coding
SLC16A1,ENSG00000281917,protein_coding
DGKD,ENSG00000280873,protein_coding
MANSC1,ENSG00000281818,protein_coding
FCGBP,ENSG00000281123,protein_coding
LGALS4,ENSG00000282992,protein_coding
HNRNPL,ENSG00000282947,protein_coding
MUC6,ENSG00000283350,protein_coding
MUC5AC,ENSG00000283158,protein_coding
ADAMTS2,ENSG00000283802,protein_coding
ZYX,ENSG00000285443,protein_coding
DEFB1,ENSG00000284881,protein_coding
C8orf49,ENSG00000285217,protein_coding
CLDN23,ENSG00000285098,protein_coding
